instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,struc_judge_respond.rt,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.451925,1,0,0.69433,0,23,23,1,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_d_1.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListCubes1.xlsx,Instructions/instr_18.png,Progress: 24 of 192 trials completed
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.94359,1,1,0.556205,0,0,0,2,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.438045,9,1,5.120205,0,1,1,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.48455,1,1,0.918755,0,2,2,1,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_d.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.49479,1,1,0.85641,0,3,3,3,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_d.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,2,2,2,1,Stimuli/practiceListSquares.xlsx,Instructions/instr_19_practice.png,Practice trials completed
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.494335,1,1,0.62002,0,0,0,9,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_d_23_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.50793,9,1,0.737425,0,1,1,16,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.39549,1,1,1.471275,0,2,2,3,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_d_20_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.564245,9,1,0.63482,0,3,3,23,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_d_24_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.39814,9,1,0.53807,0,4,4,21,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_d_23_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.387745,1,1,0.752485,0,5,5,14,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.445285,9,1,0.75189,0,6,6,13,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_d_19_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.384695,1,1,0.66801,0,7,7,10,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_s_24_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.472295,9,1,0.504785,0,8,8,8,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_s_23_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.50019,9,0,0.56955,0,9,9,11,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_d_24_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.43723,1,1,0.80986,0,10,10,20,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.414615,1,1,0.652875,0,11,11,1,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_d_19_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.522095,1,1,0.620855,0,12,12,22,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.47683,9,1,0.43554,0,13,13,2,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_s_20_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.30507,1,1,0.75643,0,14,14,0,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_s_19_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.51915,1,1,0.59056,0,15,15,5,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_d_21_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.67226,9,0,0.201975,0,16,16,12,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.454825,9,1,1.35156,0,17,17,18,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.581045,1,1,0.718525,0,18,18,17,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_d_21_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.439715,1,1,0.50624,0,19,19,4,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_s_21_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.364305,9,1,0.90226,0,20,20,7,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_d_22_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.462945,9,1,0.635285,0,21,21,19,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_d_22_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.508325,9,1,1.652515,0,22,22,6,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_s_22_2D.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.4755,9,1,0.68527,0,23,23,15,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_d_20_s_2D.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,3,3,3,1,Stimuli/trialListSquares4.xlsx,Instructions/instr_17.png,Progress: 48 of 192 trials completed
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.538105,9,1,0.65225,0,0,0,22,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_s_12_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.40276,1,1,1.354265,0,1,1,8,1,Stimuli/testStimuliCube/6u_s_11.png,Stimuli/testStimuliCube/6u_s_11.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.384175,1,1,0.618705,0,2,2,0,1,Stimuli/testStimuliCube/6u_s_7.png,Stimuli/testStimuliCube/6u_s_7.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.582585,9,1,0.60207,0,3,3,21,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_d_11_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.38775,1,1,0.834605,0,4,4,14,1,Stimuli/testStimuliCube/6u_s_8_s.png,Stimuli/testStimuliCube/6u_s_8_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.37096,1,1,0.918935,0,5,5,5,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_d_9.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.55635,9,1,0.540145,0,6,6,17,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_d_9_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.554175,9,1,1.468325,0,7,7,10,1,Stimuli/testStimuliCube/6u_s_12.png,Stimuli/testStimuliCube/6u_s_12.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.32784,1,1,0.92738,0,8,8,7,1,Stimuli/testStimuliCube/6u_s_10.png,Stimuli/testStimuliCube/6u_d_10.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.65856,9,1,0.86956,0,9,9,3,1,Stimuli/testStimuliCube/6u_s_8.png,Stimuli/testStimuliCube/6u_d_8.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.471585,1,1,1.70439,0,10,10,1,1,Stimuli/testStimuliCube/6u_s_7.png,Stimuli/testStimuliCube/6u_d_7.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.422485,9,0,0.7753,0,11,11,20,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_s_11_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.422085,9,1,3.01744,0,12,12,16,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_s_9_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.444955,9,1,0.901985,0,13,13,13,1,Stimuli/testStimuliCube/6u_s_7_s.png,Stimuli/testStimuliCube/6u_d_7_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.48806,9,1,0.601655,0,14,14,18,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_s_10_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.46262,9,1,0.455665,0,15,15,12,1,Stimuli/testStimuliCube/6u_s_7_s.png,Stimuli/testStimuliCube/6u_s_7_s.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.38598,1,1,0.9962,0,16,16,6,1,Stimuli/testStimuliCube/6u_s_10.png,Stimuli/testStimuliCube/6u_s_10.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.5699,1,1,0.508445,0,17,17,2,1,Stimuli/testStimuliCube/6u_s_8.png,Stimuli/testStimuliCube/6u_s_8.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.89579,1,1,4.82091,0,18,18,19,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_d_10_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.834815,1,1,0.91806,0,19,19,9,1,Stimuli/testStimuliCube/6u_s_11.png,Stimuli/testStimuliCube/6u_d_11.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.33531,1,1,1.306665,0,20,20,11,1,Stimuli/testStimuliCube/6u_s_12.png,Stimuli/testStimuliCube/6u_d_12.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.62896,9,1,0.93491,0,21,21,23,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_d_12_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,0,0.446125,1,1,1.068525,0,22,22,15,1,Stimuli/testStimuliCube/6u_s_8_s.png,Stimuli/testStimuliCube/6u_d_8_s.png,1,1,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,9,1,0.408915,1,1,0.551765,0,23,23,4,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_s_9.png,0,9,,,,,,,,
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,4,4,4,1,Stimuli/trialListCubes2.xlsx,Instructions/instr_18.png,Progress: 72 of 192 trials completed
,,,,,,,20,m,B,2020-04-19_16h29.51.171,Remembering_Displays,2020.1.2,Win32,60,1,1,0.940605,1,1,0.59651,0,0,0,1,1,Stimuli/testStimuliSquare/6u_s_13_2D.png,Stimuli/testStimuliSquare/6u_d_13_2D.png,1,1,,,,,,,,
