instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,struc_judge_respond.rt,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,1.157405,0,20,20,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,1.134605,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.76946,0,21,21,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,0.83439,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,2.3258,0,22,22,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,0.769575,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,0,1,1,3.53855,0,23,23,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListCubes1.xlsx,Instructions/instr_18.png,Progress: 24 of 192 trials completed
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,0,1,1,3.24531,0,0,0,1,1,Stimuli/practiceStimuliSquare/practice2_s.png,Stimuli/practiceStimuliSquare/practice2_d.png,1,1,,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,1.04455,0,1,1,2,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_s.png,0,9,0.96032,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,1.22479,0,2,2,3,1,Stimuli/practiceStimuliSquare/practice4_s.png,Stimuli/practiceStimuliSquare/practice4_d.png,1,1,0.744075,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,0,1,1,1.803405,0,3,3,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,0.91948,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,2,2,2,1,Stimuli/practiceListSquares.xlsx,Instructions/instr_19_practice.png,Practice trials completed
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.83697,0,0,0,19,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_d_22_s_2D.png,1,1,0.791725,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,1.74211,0,1,1,21,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_d_23_s_2D.png,1,1,0.64723,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.544115,0,2,2,3,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_d_20_2D.png,1,1,1.362305,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.000815,0,3,3,6,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_s_22_2D.png,0,9,1.226085,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,1.71958,0,4,4,0,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_s_19_2D.png,0,9,0.92229,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,0,1,0,2.029245,0,5,5,20,1,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,Stimuli/testStimuliSquare/6u_s_23_s_2D.png,0,9,,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,0.865975,0,6,6,11,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_d_24_2D.png,1,1,1.074165,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,1.223105,0,7,7,22,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,0,9,0.707235,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,1.171535,0,8,8,23,1,Stimuli/testStimuliSquare/6u_s_24_s_2D.png,Stimuli/testStimuliSquare/6u_d_24_s_2D.png,1,1,0.594195,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.452515,0,9,9,7,1,Stimuli/testStimuliSquare/6u_s_22_2D.png,Stimuli/testStimuliSquare/6u_d_22_2D.png,1,1,0.93848,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.134895,0,10,10,18,1,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,Stimuli/testStimuliSquare/6u_s_22_s_2D.png,0,9,0.82394,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,0.42791,0,11,11,14,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,0,9,0.604535,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,0.67989,0,12,12,12,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,0,9,0.731965,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.45663,0,13,13,2,1,Stimuli/testStimuliSquare/6u_s_20_2D.png,Stimuli/testStimuliSquare/6u_s_20_2D.png,0,9,0.56802,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,0,0.65737,0,14,14,1,1,Stimuli/testStimuliSquare/6u_s_19_2D.png,Stimuli/testStimuliSquare/6u_d_19_2D.png,1,1,0.75095,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,1,1,1.48544,0,15,15,9,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_d_23_2D.png,1,1,1.19803,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,1,1,1.58596,0,16,16,13,1,Stimuli/testStimuliSquare/6u_s_19_s_2D.png,Stimuli/testStimuliSquare/6u_d_19_s_2D.png,1,1,0.58567,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.32329,0,17,17,17,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_d_21_s_2D.png,1,1,1.197555,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,0,9,1,1.41016,0,18,18,8,1,Stimuli/testStimuliSquare/6u_s_23_2D.png,Stimuli/testStimuliSquare/6u_s_23_2D.png,0,9,0.934725,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.43517,0,19,19,15,1,Stimuli/testStimuliSquare/6u_s_20_s_2D.png,Stimuli/testStimuliSquare/6u_d_20_s_2D.png,1,1,1.220445,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,0,1,1,2.420815,0,20,20,4,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_s_21_2D.png,0,9,,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,0,9,1,2.10353,0,21,21,10,1,Stimuli/testStimuliSquare/6u_s_24_2D.png,Stimuli/testStimuliSquare/6u_s_24_2D.png,0,9,0.98714,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.74078,0,22,22,16,1,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,Stimuli/testStimuliSquare/6u_s_21_s_2D.png,0,9,0.739545,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,0,1,1,10.436435,0,23,23,5,1,Stimuli/testStimuliSquare/6u_s_21_2D.png,Stimuli/testStimuliSquare/6u_d_21_2D.png,1,1,,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,3,3,3,1,Stimuli/trialListSquares4.xlsx,Instructions/instr_17.png,Progress: 48 of 192 trials completed
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.65218,0,0,0,10,1,Stimuli/testStimuliCube/6u_s_12.png,Stimuli/testStimuliCube/6u_s_12.png,0,9,1.280185,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.660235,0,1,1,11,1,Stimuli/testStimuliCube/6u_s_12.png,Stimuli/testStimuliCube/6u_d_12.png,1,1,0.570315,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.351705,0,2,2,21,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_d_11_s.png,1,1,0.689125,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.218695,0,3,3,13,1,Stimuli/testStimuliCube/6u_s_7_s.png,Stimuli/testStimuliCube/6u_d_7_s.png,1,1,0.80869,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.68897,0,4,4,6,1,Stimuli/testStimuliCube/6u_s_10.png,Stimuli/testStimuliCube/6u_s_10.png,0,9,0.595745,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,1,1,1.053425,0,5,5,3,1,Stimuli/testStimuliCube/6u_s_8.png,Stimuli/testStimuliCube/6u_d_8.png,1,1,1.00253,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.751275,0,6,6,15,1,Stimuli/testStimuliCube/6u_s_8_s.png,Stimuli/testStimuliCube/6u_d_8_s.png,1,1,1.127525,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,0,1.09,0,7,7,0,1,Stimuli/testStimuliCube/6u_s_7.png,Stimuli/testStimuliCube/6u_s_7.png,0,9,0.584205,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.002795,0,8,8,18,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_s_10_s.png,0,9,0.61326,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.752155,0,9,9,20,1,Stimuli/testStimuliCube/6u_s_11_s.png,Stimuli/testStimuliCube/6u_s_11_s.png,0,9,0.62259,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.78456,0,10,10,19,1,Stimuli/testStimuliCube/6u_s_10_s.png,Stimuli/testStimuliCube/6u_d_10_s.png,1,1,0.682865,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,1,0,1.22226,0,11,11,23,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_d_12_s.png,1,1,0.780025,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.903645,0,12,12,7,1,Stimuli/testStimuliCube/6u_s_10.png,Stimuli/testStimuliCube/6u_d_10.png,1,1,0.907945,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,1.036485,0,13,13,22,1,Stimuli/testStimuliCube/6u_s_12_s.png,Stimuli/testStimuliCube/6u_s_12_s.png,0,9,0.435825,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,0,1,1,1.477005,0,14,14,4,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_s_9.png,0,9,0.92321,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,0.88663,0,15,15,17,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_d_9_s.png,1,1,0.37733,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,1.252625,0,16,16,5,1,Stimuli/testStimuliCube/6u_s_9.png,Stimuli/testStimuliCube/6u_d_9.png,1,1,0.92496,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.74058,0,17,17,12,1,Stimuli/testStimuliCube/6u_s_7_s.png,Stimuli/testStimuliCube/6u_s_7_s.png,0,9,0.76269,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,0,0.76969,0,18,18,16,1,Stimuli/testStimuliCube/6u_s_9_s.png,Stimuli/testStimuliCube/6u_s_9_s.png,0,9,0.47335,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,0,1,0,1.325545,0,19,19,9,1,Stimuli/testStimuliCube/6u_s_11.png,Stimuli/testStimuliCube/6u_d_11.png,1,1,0.751205,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,0.50649,0,20,20,1,1,Stimuli/testStimuliCube/6u_s_7.png,Stimuli/testStimuliCube/6u_d_7.png,1,1,0.74814,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.656985,0,21,21,8,1,Stimuli/testStimuliCube/6u_s_11.png,Stimuli/testStimuliCube/6u_s_11.png,0,9,0.758575,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.97158,0,22,22,2,1,Stimuli/testStimuliCube/6u_s_8.png,Stimuli/testStimuliCube/6u_s_8.png,0,9,0.69277,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,0.826575,0,23,23,14,1,Stimuli/testStimuliCube/6u_s_8_s.png,Stimuli/testStimuliCube/6u_s_8_s.png,0,9,0.590545,,,,,,,,
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,4,4,4,1,Stimuli/trialListCubes2.xlsx,Instructions/instr_18.png,Progress: 72 of 192 trials completed
,,,,,,,22,female,B,2020-04-23_17h19.04.184,Remembering_Displays,2020.1.2,Win32,60,1,1,1,0,1.7699,0,0,0,7,1,Stimuli/testStimuliSquare/6u_s_16_2D.png,Stimuli/testStimuliSquare/6u_d_16_2D.png,1,1,0.695255,,,,,,,,
